0 1 2 3,0 1 2 4,0 1 6 2,0 1 6 2 3 5,0 1 6 2 4 5,0 1 2 3 4 5,0 1 6 2 3 4,0 1 6 2 4,0 1 6 2 3 4 5,0 1 2 4 5,0 1 6 2 3,0 1 2 3 5,0 1 2 3 4,0 1 2,2 3 4,2 3 5,2 4 5,2 4,2 3 4 5
6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,7.0,0.0
