0 1 2 3,0 1 2 4,0 1 2 5,0 1,0 1 2 5 6,0 1 2 3 4 5 6,0 1 6 2 3 5,0 1 6 2 3 4,0 1 6 2,0 1 6 2 4 5,0 1 2 3 4 5,0 1 2 3 5 6,0 1 6 2 4,0 1 6 2 5,0 1 2 4 5,0 1 6 2 3,0 1 6,0 1 2 4 5 6,0 1 2 3 5,0 1 2 3 4,0 1 2,0 1 6 2 3 4 5,2 3 4 5 6,2 4 5 6,2 3 5 6,2 4 5,2 5,2 4,2 3 4 5,2 3 4,2 3 5,2 5 6
1182.0,579.0,19.0,6664.0,3.0,0.0,0.0,1.0,11.0,0.0,4.0,9.0,6.0,0.0,11.0,14.0,64.0,2.0,49.0,99.0,1284.0,0.0,0.0,1.0,2.0,53.0,63.0,510.0,8.0,95.0,137.0,5.0
